X,Y,objectid,featuretype,description,class,name,operationalstatus,owner,generationtype,primaryfueltype,primarysubfueltype,generationmw,generatornumber,locality,state,spatialconfidence,revised,comment_,ga_guid,x_coordinate,y_coordinate
153.066352004,-27.672118451,140,Power Station,A facility used for the generation of electrical power for distribution,Renewable,Browns Plains,Operational,Energy Developments LFG (Qld) Pty Ltd,Spark Ignition Reciprocating Engine,Biogas,Landfill Methane,2.2,2,Heritage Park,Queensland,5,2012/09/13 00:00:00+00,,{9AACF3F9-49D2-41C6-A889-9CF2986C982B},153.066352,-27.67211845
144.831881959,-37.817953829,141,Power Station,A facility used for the generation of electrical power for distribution,Renewable,Brooklyn,Operational,Energy Developments LFG (Victoria) Pty Ltd,Spark Ignition Reciprocating Engine,Biogas,Landfill Methane,2.83,2,Brooklyn,Victoria,5,2012/09/11 00:00:00+00,,{971ED20C-BC18-4381-B309-C43B599A7279},144.83188196,-37.81795383
145.26646685,-38.1196888599999,142,Power Station,A facility used for the generation of electrical power for distribution,Renewable,Berwick,Operational,Energy Developments LFG (Victoria) Pty Ltd,Cogeneration - Spark Ignition Reciprocating,Biogas,Landfill Methane,7.2,2,Cranbourne,Victoria,3,2016/05/11 00:00:00+00,Berwick Landfill is presumed to be Stevenson Road Landfill,{8C774C93-2FED-48FF-9C68-F5AF8198B1F1},145.26646685,-38.11968886
144.96632495,-37.687772837,143,Power Station,A facility used for the generation of electrical power for distribution,Renewable,Broadmeadows,Operational,Energy Developments LFG (Victoria) Pty Ltd,Spark Ignition Reciprocating Engine,Biogas,Landfill Methane,12.2,7,Campbellfield,Victoria,5,2016/05/11 00:00:00+00,Broadmeadows Landfill is presumed to be Bollinda Road Landfill,{A44F6F83-A958-488B-B1F3-C9C8DF5531D7},144.96632495,-37.68777284
146.413727633,-38.254546944,144,Power Station,A facility used for the generation of electrical power for distribution,Non Renewable,Energy Brix,Decommissioned,Energy Brix (Aust) Corp,Steam Subcritical,Coal,Brown Coal,195,5,Morwell,Victoria,5,2016/05/11 00:00:00+00,"Generating Units 1x24, 2x33, 1x30, 1x75",{085340DE-A806-4530-9BD5-45726F4D3BD7},146.41372763,-38.25454694
146.801090608,-37.9047319709999,145,Power Station,A facility used for the generation of electrical power for distribution,Renewable,Lake Glenmaggie,Operational,Pacific Hydro Investments Pty Ltd,Hydroelectric - Gravity,Water,,4,2,Glenmaggie,Victoria,3,2012/09/11 00:00:00+00,,{35739D61-ED8F-4679-B124-964FBB92152E},146.80109061,-37.90473197
146.392268635,-38.273089942,146,Power Station,A facility used for the generation of electrical power for distribution,Non Renewable,Hazelwood,Decommissioned,Hazelwood Power,Steam Subcritical,Coal,Brown Coal,1600,8,Hazelwood,Victoria,5,2012/09/11 00:00:00+00,,{9F5E0525-2465-4CC2-B136-37DADFC5ABFF},146.39226864,-38.27308994
147.165718076,-38.2235687039999,147,Power Station,A facility used for the generation of electrical power for distribution,Non Renewable,Longford,Operational,TRUenergy,Open Cycle Gas Turbine,Natural Gas,,31,6,Longford,Victoria,5,2016/05/11 00:00:00+00,,{9DFA0F49-C5D1-49A7-B09F-2DCD4ECAAEA7},147.16571808,-38.2235687
144.855327893,-38.3916178339999,148,Power Station,A facility used for the generation of electrical power for distribution,Renewable,Mornington,Operational,LMS Generation Pty Ltd,Spark Ignition Reciprocating Engine,Biogas,Landfill Methane,1,1,Fingal,Victoria,4,2016/05/11 00:00:00+00,,{BC1E0B26-DF9E-4B6A-99DE-140EFAE16ACF},144.85532789,-38.39161783
145.860525837,-37.3272068969999,149,Power Station,A facility used for the generation of electrical power for distribution,Renewable,Rubicon,Operational,AGL Energy Pty Ltd,Hydroelectric - Gravity,Water,,13.55,1,Rubicon,Victoria,5,2016/05/11 00:00:00+00,,{5713D80F-E7CD-439F-A662-3DD22BED0CBB},145.86052584,-37.3272069
144.953082958,-37.6318088359999,150,Power Station,A facility used for the generation of electrical power for distribution,Non Renewable,Somerton,Operational,AGL Energy Pty Ltd,Open Cycle Gas Turbine,Natural Gas,,160,4,Somerton,Victoria,5,2012/09/11 00:00:00+00,,{3BF14763-E7F6-403A-BF4F-3DC551849662},144.95308296,-37.63180884
144.944370938,-37.8297808359999,151,Power Station,A facility used for the generation of electrical power for distribution,Non Renewable,Symex Port Melbourne,Non-Operational,Symex Holding Ltd,Open Cycle Gas Turbine,Natural Gas,,5.9,,Port Melbourne,Victoria,4,2012/09/11 00:00:00+00,,{E51B9673-B6B6-48EC-B080-E49ECEF2909E},144.94437094,-37.82978084
147.228039664,-36.805447976,152,Power Station,A facility used for the generation of electrical power for distribution,Renewable,Bogong (Mount Beauty Hydro Scheme),Operational,AGL Energy Pty Ltd,Hydroelectric - Gravity,Water,,300,8,Bogong,Victoria,5,2016/05/11 00:00:00+00,"Generating Units 2x80, 6x25",{7143A78E-32CB-4D8C-9E99-4A9B0D6D3D1E},147.22803966,-36.80544798
147.220471672,-36.785267996,153,Power Station,A facility used for the generation of electrical power for distribution,Renewable,Clover,Operational,AGL Energy Pty Ltd,Hydroelectric - Gravity,Water,,30,2,Bogong,Victoria,5,2016/05/11 00:00:00+00,,{DBA81A85-3EB2-4C88-AF7B-175B0449A787},147.22047167,-36.785268
147.234547661,-36.858380997,154,Power Station,A facility used for the generation of electrical power for distribution,Renewable,McKay Creek (Mount Beauty Hydro Scheme),Operational,AGL Energy Pty Ltd,Hydroelectric - Gravity,Water,,150,6,Falls Creek,Victoria,5,2016/05/11 00:00:00+00,,{8FBEF933-C8F4-4987-A906-77DDA40723FF},147.23454766,-36.858381
147.186053681,-36.7600529929999,155,Power Station,A facility used for the generation of electrical power for distribution,Renewable,West Kiewa (Mount Beauty Hydro Scheme),Operational,AGL Energy Pty Ltd,Hydroelectric - Gravity,Water,,62,2,Mount Beauty,Victoria,5,2016/05/11 00:00:00+00,,{89D3239F-A2EA-4B46-A66F-787DED32E28E},147.18605368,-36.76005299
148.136252589,-36.242331065,156,Power Station,A facility used for the generation of electrical power for distribution,Renewable,Murray 2,Operational,Snowy Hydro Ltd,Hydroelectric - Gravity,Water,,552,4,Khancoban,New South Wales,5,2012/09/11 00:00:00+00,,{4809A983-1B1C-4A8B-9D7F-99F54C968A16},148.13625259,-36.24233107
148.19010058,-36.246700069,157,Power Station,A facility used for the generation of electrical power for distribution,Renewable,Murray 1,Operational,Snowy Hydro Ltd,Hydroelectric - Gravity,Water,,950,10,Khancoban,New South Wales,5,2012/09/11 00:00:00+00,,{2402C2C0-6CD8-490D-9789-1E340F20A28B},148.19010058,-36.24670007
141.620856871,-38.3975800549999,158,Power Station,A facility used for the generation of electrical power for distribution,Renewable,Cape Sir William Grant Wind Farm,Operational,Pacific Hydro Pty Ltd,Wind Turbine,Wind,,54,27,Portland,Victoria,3,2012/09/11 00:00:00+00,,{B2E35B8F-68FB-42BB-A75D-211C5585D363},141.62085687,-38.39758005
141.543006484,-38.4119865819999,159,Power Station,A facility used for the generation of electrical power for distribution,Renewable,Cape Nelson South Wind Farm,Operational,Pacific Hydro Pty Ltd,Wind Turbine,Wind,,44,22,Portland West,Victoria,5,2012/09/11 00:00:00+00,,{D5B03874-E222-43AE-9B0A-B640270A7716},141.54300648,-38.41198658
141.548390658,-38.365520187,160,Power Station,A facility used for the generation of electrical power for distribution,Renewable,Cape Nelson North Wind Farm,Operational,Pacific Hydro Pty Ltd,Wind Turbine,Wind,,22,11,Portland West,Victoria,3,2012/09/11 00:00:00+00,,{59DEEA61-58E5-459C-9D10-0B3AF0C911C2},141.54839066,-38.36552019
143.846924157,-37.559593762,161,Power Station,A facility used for the generation of electrical power for distribution,Non Renewable,Ballarat Base Hospital,Operational,Ballarat Base Hospital,Compression Reciprocating Engine,Natural Gas,,3,,Ballarat Central,Victoria,4,2016/05/11 00:00:00+00,,{5FF96B0F-8EAD-4686-BD23-CBCA56E78466},143.84692416,-37.55959376
144.182795013,-38.3860427889999,162,Power Station,A facility used for the generation of electrical power for distribution,Non Renewable,Anglesea,Decommissioned,Alcoa of Australia Ltd,Steam Subcritical,Coal,Brown Coal,165,1,Anglesea,Victoria,5,2020/03/17 00:00:00+00,,{DFA248B3-99AA-4C39-B341-736C10E42A35},144.18279501,-38.38604279
147.150123898,-41.397724809,163,Power Station,A facility used for the generation of electrical power for distribution,Renewable,Remount,Operational,LMS Energy Generation Pty Ltd,,Biogas,Landfill Methane,2.2,2,Mowbray,Tasmania,3,2016/04/15 00:00:00+00,,{A363DF2F-457B-44DC-AA5C-04C92B806FF1},147.1501239,-41.39772481
146.534714078,-42.427162977,164,Power Station,A facility used for the generation of electrical power for distribution,Renewable,Wayatinah,Operational,Hydro-Electric Corporation (Tasmania),Hydroelectric - Gravity,Water,,38.3,3,Wayatinah,Tasmania,5,2016/04/15 00:00:00+00,,{E9DE09B0-D721-400D-AC4C-888EC5468837},146.53471408,-42.42716298
146.456548112,-42.29665797,165,Power Station,A facility used for the generation of electrical power for distribution,Renewable,Tungatinah,Operational,Hydro-Electric Corporation (Tasmania),Hydroelectric - Gravity,Water,,125,5,Tarraleah,Tasmania,5,2016/04/15 00:00:00+00,,{02818AD1-1366-476A-B5F9-D44FD5DC6822},146.45654811,-42.29665797
146.793790088,-41.970718994,166,Power Station,A facility used for the generation of electrical power for distribution,Renewable,Tods Corner,Operational,Hydro-Electric Corporation (Tasmania),Hydroelectric - Gravity,Water,,1.7,1,Central Plateau,Tasmania,5,2016/04/15 00:00:00+00,,{914561B1-57C3-463D-ADD8-F7E8E1E7F9E2},146.79379009,-41.97071899
146.457161111,-42.30119497,167,Power Station,A facility used for the generation of electrical power for distribution,Renewable,Tarraleah,Operational,Hydro-Electric Corporation (Tasmania),Hydroelectric - Gravity,Water,,90,6,Tarraleah,Tasmania,5,2016/04/15 00:00:00+00,,{9D96F9D0-75C7-42E9-A657-6B94BDE36A68},146.45716111,-42.30119497
146.845680989,-42.611186001,168,Power Station,A facility used for the generation of electrical power for distribution,Renewable,Meadowbank,Operational,Hydro-Electric Corporation (Tasmania),Hydroelectric - Gravity,Water,,40,1,Meadowbank,Tasmania,5,2016/04/15 00:00:00+00,,{321168D7-F2DD-4BB7-BF5A-7CB9CAF17CA1},146.84568099,-42.611186
146.50989509,-42.376303975,169,Power Station,A facility used for the generation of electrical power for distribution,Renewable,Liapootah,Operational,Hydro-Electric Corporation (Tasmania),Hydroelectric - Gravity,Water,,87.3,3,Wayatinah,Tasmania,5,2016/04/15 00:00:00+00,,{2F553139-4F12-44E8-81A2-C1B66C91901D},146.50989509,-42.37630398
146.681167358,-42.5064100179999,170,Power Station,A facility used for the generation of electrical power for distribution,Renewable,Cluny,Operational,Hydro-Electric Corporation (Tasmania),Hydroelectric - Gravity,Water,,17,1,Ouse,Tasmania,5,2016/04/15 00:00:00+00,,{9497AAD3-290F-4F20-952C-5EA7BF894CC5},146.68116736,-42.50641002
146.597691726,-42.4523681279999,171,Power Station,A facility used for the generation of electrical power for distribution,Renewable,Catagunya,Operational,Hydro-Electric Corporation (Tasmania),Hydroelectric - Gravity,Water,,48,2,Ouse,Tasmania,5,2016/04/15 00:00:00+00,,{9C5E9D52-CDB2-48BD-8474-ABB067A3BF9D},146.59769173,-42.45236813
146.261763254,-42.266884466,172,Power Station,A facility used for the generation of electrical power for distribution,Renewable,Butlers Gorge,Operational,Hydro-Electric Corporation (Tasmania),Hydroelectric - Gravity,Water,,14.4,1,Butlers Gorge,Tasmania,5,2016/04/15 00:00:00+00,,{E7BB8D95-CE83-4799-88B8-6CB756753D47},146.26176325,-42.26688447
146.217598093,-41.729510029,173,Power Station,A facility used for the generation of electrical power for distribution,Renewable,Rowallan,Operational,Hydro-Electric Corporation (Tasmania),Hydroelectric - Gravity,Water,,10.5,1,Mersey Forest,Tasmania,5,2016/04/15 00:00:00+00,,{A606A8E6-810F-4903-90CC-AEA951388DF8},146.21759809,-41.72951003
145.526114799,-42.0147068439999,174,Power Station,A facility used for the generation of electrical power for distribution,Renewable,Lower Lake Margaret,Operational,Hydro-Electric Corporation (Tasmania),Hydroelectric - Gravity,Water,,3.2,1,Lake Margaret,Tasmania,5,2016/04/15 00:00:00+00,,{F26FF088-F0E6-4E52-9534-909EE5DFFAE9},145.5261148,-42.01470684
146.139027267,-41.603749943,175,Power Station,A facility used for the generation of electrical power for distribution,Renewable,Lemonthyme,Operational,Hydro-Electric Corporation (Tasmania),Hydroelectric - Gravity,Water,,81.6,1,Mersey Forest,Tasmania,5,2016/04/15 00:00:00+00,"Generating Units 1x51,1x30.6",{F8E0581B-9F0D-4509-9F79-7A0B210FF932},146.13902727,-41.60374994
145.543704335,-42.0045539019999,176,Power Station,A facility used for the generation of electrical power for distribution,Renewable,Upper Lake Margaret,Operational,Hydro-Electric Corporation (Tasmania),Hydroelectric - Gravity,Water,,8.4,7,Lake Margaret,Tasmania,4,2016/04/15 00:00:00+00,,{6F7B8855-DE27-41DC-BFFE-73A15706048F},145.54370434,-42.0045539
146.268689179,-41.67317954,177,Power Station,A facility used for the generation of electrical power for distribution,Renewable,Fisher,Operational,Hydro-Electric Corporation (Tasmania),Hydroelectric - Gravity,Water,,43.2,1,Mersey Forest,Tasmania,5,2016/04/15 00:00:00+00,,{A9D2D74B-9BF9-4891-974B-CC144DF14B07},146.26868918,-41.67317954
146.903641422,-41.140111702,178,Power Station,A facility used for the generation of electrical power for distribution,Non Renewable,Tamar Valley,Operational,Aurora Energy (Tamar Valley),Combined Cycle Gas Turbine,Natural Gas,,390,5,Bell Bay,Tasmania,5,2016/04/15 00:00:00+00,"Includes CCGT and OCGT (peaking). Generating Units 1x210, 4x45",{52116B3A-AA6D-4685-A283-023C2B8C1456},146.90364142,-41.1401117
147.401598369,-19.6421418799999,179,Power Station,A facility used for the generation of electrical power for distribution,Renewable,Inkerman Sugar Mill,Operational,CSR,Cogeneration - Steam Subcritical,Biomass,Bagasse,10.5,2,Home Hill,Queensland,4,2012/09/13 00:00:00+00,,{B19728C1-CE20-4077-AFD5-D2CA6FBB826A},147.40159837,-19.64214188
149.159104096,-21.1445530349999,180,Power Station,A facility used for the generation of electrical power for distribution,Non Renewable,Mackay,Operational,Stanwell Corporation Ltd,Open Cycle Gas Turbine,Natural Gas,,30,1,West Mackay,Queensland,5,2016/05/11 00:00:00+00,,{9A259100-5083-458A-A582-4CBF61CA2712},149.1591041,-21.14455303
148.840205584,-26.5771880529999,181,Power Station,A facility used for the generation of electrical power for distribution,Non Renewable,Roma,Operational,Origin Energy,Open Cycle Gas Turbine,Natural Gas,,80,2,Roma,Queensland,5,2012/09/13 00:00:00+00,,{2CDD7786-A08D-4497-91D4-75D938F05910},148.84020558,-26.57718805
152.814458145,-27.6600528819999,182,Power Station,A facility used for the generation of electrical power for distribution,Non Renewable,Swanbank B,Decommissioned,CS Energy,Steam Subcritical,Coal,Black Coal,480,4,Swanbank,Queensland,5,2016/05/04 00:00:00+00,Swanbank B was closed 24 May 2012,{4330B432-ADF5-438A-ACA7-5EA6BC8A838E},152.81445815,-27.66005288
152.817944189,-27.655361737,183,Power Station,A facility used for the generation of electrical power for distribution,Non Renewable,Swanbank E,Operational,CS Energy,Combined Cycle Gas Turbine,Natural Gas,,385,1,Swanbank,Queensland,5,2012/09/11 00:00:00+00,,{E0B05478-7EB9-4FE0-BB86-D6D650D6EA42},152.81794419,-27.65536174
152.632033689,-27.372208799,184,Power Station,A facility used for the generation of electrical power for distribution,Renewable,Wivenhoe Hydroelectric,Operational,CS Energy,Hydroelectric - Pumped Storage,Water,,500,2,Split Yard Creek,Queensland,5,2016/05/11 00:00:00+00,,{7C63F63F-DF6D-4AC6-B1E8-7E99FD4D5A16},152.63203369,-27.3722088
145.646502715,-16.8501857269999,185,Power Station,A facility used for the generation of electrical power for distribution,Renewable,Barron Gorge,Operational,Stanwell Corporation Ltd,Hydroelectric - Run of River,Water,,60,2,Kuranda,Queensland,4,2016/05/11 00:00:00+00,Underground power station,{7C9FE7B9-4DD2-4D6F-A2E8-32FF5821051B},145.64650272,-16.85018573
150.90534322,-27.1109212659999,186,Power Station,A facility used for the generation of electrical power for distribution,Non Renewable,Braemar 1,Operational,Alinta Energy,Open Cycle Gas Turbine,Natural Gas,Coal Seam Gas,504,3,Kogan,Queensland,5,2012/09/13 00:00:00+00,,{7D606A92-627C-4423-AA0D-425E55490C49},150.90534322,-27.11092127
150.904884566,-27.1127985059999,187,Power Station,A facility used for the generation of electrical power for distribution,Non Renewable,Braemar 2,Operational,Arrow Energy,Open Cycle Gas Turbine,Natural Gas,Coal Seam Gas,519,3,Kogan,Queensland,3,2013/01/15 00:00:00+00,,{AA812FB1-DDC2-4B14-A5D5-353CE4377958},150.90488457,-27.11279851
150.270020888,-26.668209389,188,Power Station,A facility used for the generation of electrical power for distribution,Non Renewable,Condamine A,Operational,Queensland Gas Company,Combined Cycle Gas Turbine,Natural Gas,Coal Seam Gas,144,3,Columboola,Queensland,3,2016/05/04 00:00:00+00,"Generating Units 2x43, 1x57",{F1782603-CC14-427C-A8B7-A05CEBCD66CC},150.27002089,-26.66820939
150.943011763,-27.0863072079999,189,Power Station,A facility used for the generation of electrical power for distribution,Non Renewable,Daandine,Operational,Energy Infrastructure Investments Pty Ltd,Compression Reciprocating Engine,Natural Gas,Coal Seam Gas,33,11,Kogan,Queensland,4,2016/05/11 00:00:00+00,,{C952E495-FEE1-44C6-B14E-CB4E86FD4D2A},150.94301176,-27.08630721
148.551503976,-22.928133999,190,Power Station,A facility used for the generation of electrical power for distribution,Non Renewable,German Creek,Operational,Energy Developments CSM (Qld) Pty Ltd,Spark Ignition Reciprocating Engine,Natural Gas,Waste Coal Mine Gas,45.2,16,Middlemount,Queensland,3,2016/05/04 00:00:00+00,,{BFA5FFFC-9371-4454-A74C-D03D331F5EF8},148.55150398,-22.928134
151.21865964,-23.850740241,191,Power Station,A facility used for the generation of electrical power for distribution,Non Renewable,Gladstone,Operational,GPS Joint Venture,Steam Subcritical,Coal,Black Coal,1680,6,Callemondah,Queensland,5,2012/09/13 00:00:00+00,10MW from renewable fuels - wood waste,{D4CDA247-2BD7-4441-98DD-9254AD24900F},151.21865964,-23.85074024
152.208562394,-25.193973346,192,Power Station,A facility used for the generation of electrical power for distribution,Renewable,Isis Central Sugar Mill,Operational,AGL Energy Pty Ltd,Cogeneration - Steam Subcritical,Biomass,Bagasse,25,4,Isis Central,Queensland,5,2012/09/13 00:00:00+00,,{7C5F65D2-8D97-450F-A664-F4D16B06DC30},152.20856239,-25.19397335
147.415244378,-19.52232588,193,Power Station,A facility used for the generation of electrical power for distribution,Renewable,Kalamia Sugar Mill,Operational,Sucrogen (Kalamia) Pty Ltd,Steam Subcritical,Biomass,Bagasse,9,1,Brandon,Queensland,3,2012/09/13 00:00:00+00,,{620FE7DE-75B9-4123-AC35-95219514F462},147.41524438,-19.52232588
145.57787265,-17.76698873,194,Power Station,A facility used for the generation of electrical power for distribution,Renewable,Kareeya,Operational,Stanwell Corporation Ltd,Hydroelectric - Run of River,Water,,88,5,Cardstone,Queensland,5,2012/09/13 00:00:00+00,"Generating Units 3x21, 1x18",{9F4AC843-4F27-41DB-8065-DD6141229AA5},145.57787265,-17.76698873
150.749289683,-26.9176705309999,195,Power Station,A facility used for the generation of electrical power for distribution,Non Renewable,Kogan Creek,Operational,CS Energy,Steam Super Critical,Coal,Black Coal,744,1,Brigalow,Queensland,4,2016/05/04 00:00:00+00,,{EF1BAFB2-5B9C-4B7D-9301-E44B553FA65D},150.74928968,-26.91767053
151.278955165,-27.96152928,196,Power Station,A facility used for the generation of electrical power for distribution,Non Renewable,Millmerran,Operational,Intergen,Steam Super Critical,Coal,Black Coal,856,2,Grays Gate,Queensland,5,2012/09/13 00:00:00+00,,{6A16CD86-7AE1-4436-B590-EDAE18889AEA},151.27895517,-27.96152928
148.024654272,-21.9851171569999,197,Power Station,A facility used for the generation of electrical power for distribution,Non Renewable,Moranbah,Operational,Energy Developments Ltd,Spark Ignition Reciprocating Engine,Natural Gas,Waste Coal Mine Gas,12.56,,Moranbah,Queensland,3,2016/05/11 00:00:00+00,Imagery too old to pinpoint exact location of facility,{75FFA147-0B28-4C24-902A-087BE3C011DF},148.02465427,-21.98511716
146.851177981,-19.337985186,198,Power Station,A facility used for the generation of electrical power for distribution,Non Renewable,Mount Stuart,Operational,Origin Energy,Open Cycle Gas Turbine,Distillate,Kerosene,423,2,Stuart,Queensland,5,2016/05/11 00:00:00+00,"Generating Units 2x146, 1x131",{1BEEB575-4D85-49E5-85B3-D47FB5A36FC6},146.85117798,-19.33798519
151.679711534,-27.4183274769999,199,Power Station,A facility used for the generation of electrical power for distribution,Non Renewable,Oakey,Operational,Oakey Power Pty Ltd,Open Cycle Gas Turbine,Natural Gas,,282,2,Oakey,Queensland,5,2012/09/13 00:00:00+00,,{37EDDCEF-C51B-47E1-8E60-7B8459F013E2},151.67971153,-27.41832748
148.581708968,-22.987763002,200,Power Station,A facility used for the generation of electrical power for distribution,Non Renewable,Oaky Creek,Operational,EnvironGen (Oaky) Pty Ltd,Spark Ignition Reciprocating Engine,Natural Gas,Waste Coal Mine Gas,20,16,Bundoora,Queensland,4,2012/09/11 00:00:00+00,"Generating Units 14x1, 2x3",{E7102118-C69F-4CB4-B19A-72E3268AB4EE},148.58170897,-22.987763
150.319472759,-23.5097071559999,201,Power Station,A facility used for the generation of electrical power for distribution,Non Renewable,Stanwell,Operational,Stanwell Corporation Ltd,Steam Subcritical,Coal,Black Coal,1460,4,Stanwell,Queensland,5,2012/09/13 00:00:00+00,,{E6088393-3EE9-42EC-A818-6B5D5AB31A50},150.31947276,-23.50970716
151.917170236,-26.785754331,202,Power Station,A facility used for the generation of electrical power for distribution,Non Renewable,Tarong,Operational,Tarong Energy Corporation,Open Cycle Gas Turbine,Fuel Oil,,15,1,Tarong,Queensland,3,2012/09/13 00:00:00+00,,{40080E1C-6D32-4AEB-850F-5785C68CC9DD},151.91717024,-26.78575433
151.914607937,-26.775749918,203,Power Station,A facility used for the generation of electrical power for distribution,Non Renewable,Tarong North,Operational,Tarong Energy Corporation,Steam Super Critical,Coal,Black Coal,443,1,Tarong,Queensland,5,2016/05/11 00:00:00+00,,{4D4F59CF-2F9D-4FC3-BCF3-17A83BA9FBC8},151.91460794,-26.77574992
151.915279406,-26.782344838,204,Power Station,A facility used for the generation of electrical power for distribution,Non Renewable,Tarong,Operational,Stanwell Corporation Ltd,Steam Subcritical,Coal,Black Coal,1400,4,Tarong,Queensland,5,2012/09/13 00:00:00+00,,{DCCE2B8F-292F-4705-B547-3B318EE312FD},151.91527941,-26.78234484
146.618714464,-19.201042817,205,Power Station,A facility used for the generation of electrical power for distribution,Non Renewable,Townsville,Operational,RATCH Australia,Combined Cycle Gas Turbine,Natural Gas,Coal Seam Gas,220,2,Yabulu,Queensland,5,2012/09/13 00:00:00+00,"Generating Units 1x160, 1x82; formerly Townsville GT",{36EEE6A9-265B-4F07-B051-7924E7067612},146.61871446,-19.20104282
151.151936649,-23.8306322349999,206,Power Station,A facility used for the generation of electrical power for distribution,Non Renewable,Yarwun,Operational,Rio Tinto Australia - Yarwun Pty Ltd,Open Cycle Gas Turbine,Natural Gas,,154,,Yarwun,Queensland,4,2012/09/13 00:00:00+00,,{0615A32E-CD1A-4747-A8D3-0B470C318863},151.15193665,-23.83063223
146.257968539,-18.589029785,207,Power Station,A facility used for the generation of electrical power for distribution,Renewable,Macknade Sugar Mill,Operational,Sucrogen (Herbert) Pty Ltd,Steam Subcritical,Biomass,Bagasse,8,2,Macknade,Queensland,4,2012/09/13 00:00:00+00,,{DB727399-F72A-40FD-8A6E-25B60310E013},146.25796854,-18.58902979
146.201634538,-18.6507907819999,208,Power Station,A facility used for the generation of electrical power for distribution,Renewable,Victoria Sugar Mill,Operational,Sucrogen Pty Ltd,Steam Subcritical,Biomass,Bagasse,24,3,Victoria Plantation,Queensland,4,2012/09/13 00:00:00+00,Emission stack count will include milling stacks,{C2192924-CDD0-4FF6-9386-1124D85E2FB3},146.20163454,-18.65079078
150.618187642,-24.3449331899999,209,Power Station,A facility used for the generation of electrical power for distribution,Non Renewable,Callide C,Operational,CS Energy,Steam Super Critical,Coal,Black Coal,840,2,Mount Murchison,Queensland,5,2016/05/11 00:00:00+00,Dry cooling towers,{8A7DCD36-208A-47AF-9A57-7BBB972CD981},150.61818764,-24.34493319
150.619755642,-24.3448671899999,210,Power Station,A facility used for the generation of electrical power for distribution,Non Renewable,Callide B,Operational,CS Energy,Steam Subcritical,Coal,Black Coal,700,2,Mount Murchison,Queensland,5,2016/05/11 00:00:00+00,,{CC85164D-2278-4439-BB7B-97CE06353F71},150.61975564,-24.34486719
150.627979642,-24.3340121909999,211,Power Station,A facility used for the generation of electrical power for distribution,Non Renewable,Callide A,Operational,CS Energy,Steam Subcritical,Coal,Black Coal,30,4,Mount Murchison,Queensland,5,2016/05/11 00:00:00+00,In 2015 was retrofitted with oxyfuel technology,{7493D21C-C2BF-4ABE-A902-B739E62B53CE},150.62797964,-24.33401219
147.804894259,-20.5446689189999,212,Power Station,A facility used for the generation of electrical power for distribution,Non Renewable,Collinsville,Operational,RATCH Australia,Steam Subcritical,Coal,Black Coal,190,5,Collinsville,Queensland,5,2012/09/13 00:00:00+00,"Generating Units 3x32, 1x33, 1x66. dry cooling towers",{F96A6BAB-75A7-46FE-B167-C8F9A743CFF4},147.80489426,-20.54466892
122.204611296,-17.9810132599999,213,Power Station,A facility used for the generation of electrical power for distribution,Non Renewable,Broome,Operational,Energy Developments Ltd,,Natural Gas,,39.6,17,Minyirr,Western Australia,5,2012/09/20 00:00:00+00,,{D71AA9C8-DF39-42F4-9EE2-E6961DCD90D2},122.2046113,-17.98101326
116.782156844,-20.628635501,214,Power Station,A facility used for the generation of electrical power for distribution,Non Renewable,Burrup Peninsula (Karratha Gas Plant),Operational,Woodside Pty Ltd,,Natural Gas,,240,,Burrup,Western Australia,5,2012/09/11 00:00:00+00,,{454A7D46-CAAB-4143-853A-1A133B0BADF2},116.78215684,-20.6286355
116.780159842,-20.593666501,215,Power Station,A facility used for the generation of electrical power for distribution,Non Renewable,Burrup Peninsula (Pluto Phase 1),Operational,Woodside Pty Ltd,,Natural Gas,,160,,Burrup,Western Australia,5,2012/09/11 00:00:00+00,,{E651DEDB-AA38-40D1-BE9F-49390E8510E4},116.78015984,-20.5936665
121.899809916,-33.87618636,216,Power Station,A facility used for the generation of electrical power for distribution,Non Renewable,Esperance,Operational,Infrastructure Capital Group,,Natural Gas,,33,7,West Beach,Western Australia,5,2016/05/23 00:00:00+00,,{40741E6D-B35D-40BD-8256-F35261FE9C20},121.89980992,-33.87618636
116.837482847,-20.762553499,217,Power Station,A facility used for the generation of electrical power for distribution,Non Renewable,Karratha,Operational,ATCO Power,,Natural Gas,,86,2,Stove Hill,Western Australia,5,2012/09/20 00:00:00+00,,{CA884B81-BB42-4C23-8E47-972D09E944A2},116.83748285,-20.7625535
115.779686736,-32.1946216119999,218,Power Station,A facility used for the generation of electrical power for distribution,Non Renewable,Kwinana (Alcoa Refinery),Operational,Alcoa of Australia Ltd,,Natural Gas,,74.5,7,Naval Base,Western Australia,5,2016/05/23 00:00:00+00,,{DF4FF7E5-B4CC-4BBA-90B1-F72BBA4D2F4F},115.77968674,-32.19462161
115.77595624,-32.1969892499999,219,Power Station,A facility used for the generation of electrical power for distribution,Non Renewable,Kwinana,Operational,Verve Energy,Gas Turbine,Natural Gas,,21,1,Naval Base,Western Australia,5,2016/05/23 00:00:00+00,,{8F9B1A3D-29A4-41A1-B1D0-8278CD986172},115.77595624,-32.19698925
